admin,1625346505,create type animal 4 name age height weight,success
admin,1625346505,inherit type human animal alias occupation,success
admin,1625346505,create record human 3 MarkWebbler 27 178 81 Shadow engineer,success
admin,1625346505,list record human,success
admin,1625346505,list record animal,failure
admin,1625346505,create type animal,failure
admin,1625346505,create record human 1 JaneBradley 24 171 61 Leaf doctor,success
admin,1625346505,list record human,success
admin,1625346505,create record human 2 JonathanByn 20 190 88 Raw mechanic,success
admin,1625346505,list record human,success
admin,1625346505,inherit type kitunian animal color fangCount,success
admin,1625346505,create record kitunian 5 MrsEvangeline 2 40 3 black 4 ,success
admin,1625346505,create record kitunian 8 MrEvangeline 1 32 2 black 2 ,success
admin,1625346505,create record kitunian 6 RopeHunter 2 38 4 blue 4 ,success
admin,1625346505,create record kitunian 1 Findik 1 20 1 yellow 0 ,success
admin,1625346505,create record kitunian 11 Meercat 3 43 4 blue 6 ,success
admin,1625346505,list record kitunian,success
admin,1625346505,filter record human age>21,success
admin,1625346505,update record human 2 JonathanByn 30 190 83 Raw mechanic,success
admin,1625346505,list type,success
admin,1625346505,search record kitunian 1,success
admin,1625346505,inherit type centifyren animal flameColor,success
admin,1625346505,create record centifyren 7 CFG7 2 100 4 golden,success
admin,1625346505,create record centifyren 3 CFB3 3 140 7 black,success
admin,1625346505,list record centifyren,success
admin,1625346505,delete record centifyren 7,success
admin,1625346505,list record centifyren,success
admin,1625346505,list type,success
admin,1625346505,delete type centifyren,success
admin,1625346505,list type,success
admin,1625346505,delete type centifyren,failure
admin,1625346505,delete record kitunian 9,failure
admin,1625346541,create type animal 4 name age height weight,failure
admin,1625346541,inherit type human animal alias occupation,failure
admin,1625346541,create record human 3 MarkWebbler 27 178 81 Shadow engineer,failure
admin,1625346541,list record human,success
admin,1625346541,list record animal,failure
admin,1625346541,create type animal,failure
admin,1625346541,create record human 1 JaneBradley 24 171 61 Leaf doctor,failure
admin,1625346541,list record human,success
admin,1625346541,create record human 2 JonathanByn 20 190 88 Raw mechanic,failure
admin,1625346541,list record human,success
admin,1625346541,inherit type kitunian animal color fangCount,failure
admin,1625346541,create record kitunian 5 MrsEvangeline 2 40 3 black 4 ,failure
admin,1625346541,create record kitunian 8 MrEvangeline 1 32 2 black 2 ,failure
admin,1625346541,create record kitunian 6 RopeHunter 2 38 4 blue 4 ,failure
admin,1625346541,create record kitunian 1 Findik 1 20 1 yellow 0 ,failure
admin,1625346541,create record kitunian 11 Meercat 3 43 4 blue 6 ,failure
admin,1625346541,list record kitunian,success
admin,1625346541,filter record human age>21,success
admin,1625346541,update record human 2 JonathanByn 30 190 83 Raw mechanic,success
admin,1625346541,list type,success
admin,1625346541,search record kitunian 1,success
admin,1625346541,inherit type centifyren animal flameColor,success
admin,1625346541,create record centifyren 7 CFG7 2 100 4 golden,success
admin,1625346541,create record centifyren 3 CFB3 3 140 7 black,success
admin,1625346541,list record centifyren,success
admin,1625346541,delete record centifyren 7,success
admin,1625346541,list record centifyren,success
admin,1625346541,list type,success
admin,1625346541,delete type centifyren,success
admin,1625346541,list type,success
admin,1625346541,delete type centifyren,failure
admin,1625346541,delete record kitunian 9,failure
